inspector,pr_url,commit,commit_url,initial_flag,refactoring_type,refactoring_detail,confirmed_refactoring_flag,covered_refactoring_flag,notes
analyst 3,https://github.com/apache/kafka/pull/5253,cb2d97b5086be668324f4e86399b78b94bea0e7e,https://github.com/apache/kafka/commit/cb2d97b5086be668324f4e86399b78b94bea0e7e,FALSE,Rename Method,private updateStreamTimeAndGetOrCreateSegment(segment int) : void renamed to private updateStreamTimeAndCreateSegment(segment int) : void in class org.apache.kafka.streams.state.internals.SegmentsTest,VERDADEIRO ,VERDADEIRO,The reviewer comment in the grandparent's commit indirectly suggested the refactoring
analyst 3,https://github.com/apache/kafka/pull/5253,985c0cb3fa031c8ed6360efce05d9187f8165a3a,https://github.com/apache/kafka/commit/985c0cb3fa031c8ed6360efce05d9187f8165a3a,FALSE,,,,,
analyst 3,https://github.com/apache/kafka/pull/5253,cc7e1d3ae33df835d45687c9fb95ecd47d134490,https://github.com/apache/kafka/commit/cc7e1d3ae33df835d45687c9fb95ecd47d134490,FALSE,,,,,
analyst 3,https://github.com/apache/kafka/pull/5253,b7865b7942aefead7d5ce003218f01185a832d79,https://github.com/apache/kafka/commit/b7865b7942aefead7d5ce003218f01185a832d79,FALSE,,,,,
analyst 3,https://github.com/apache/kafka/pull/5253,e68f32a1af06a99f41fc2e2749c8ce39b36fa97f,https://github.com/apache/kafka/commit/e68f32a1af06a99f41fc2e2749c8ce39b36fa97f,FALSE,,,,,
analyst 3,https://github.com/apache/kafka/pull/5253,7a88a3c135f8ad30b177471d050229360302f146,https://github.com/apache/kafka/commit/7a88a3c135f8ad30b177471d050229360302f146,FALSE,,,,,
analyst 3,https://github.com/apache/kafka/pull/5253,e7fcf59c6324e3a7f3713b023f64fed436832311,https://github.com/apache/kafka/commit/e7fcf59c6324e3a7f3713b023f64fed436832311,FALSE,,,,,
analyst 3,https://github.com/apache/dubbo/pull/2909,60a95082441ec39991bb3f2f59f50afd5e570a5b,https://github.com/apache/dubbo/commit/60a95082441ec39991bb3f2f59f50afd5e570a5b,TRUE,Extract Superclass,"org.apache.dubbo.rpc.cluster.router.AbstractRouter from classes [org.apache.dubbo.rpc.cluster.router.tag.TagRouter, org.apache.dubbo.rpc.cluster.router.script.ScriptRouter, org.apache.dubbo.rpc.cluster.router.condition.ConditionRouter]",,,
analyst 3,https://github.com/apache/dubbo/pull/2909,60a95082441ec39991bb3f2f59f50afd5e570a5b,https://github.com/apache/dubbo/commit/60a95082441ec39991bb3f2f59f50afd5e570a5b,TRUE,Pull Up Method,public getUrl() : URL from class org.apache.dubbo.rpc.cluster.router.tag.TagRouter to public getUrl() : URL from class org.apache.dubbo.rpc.cluster.router.AbstractRouter,,,
analyst 3,https://github.com/apache/dubbo/pull/2909,60a95082441ec39991bb3f2f59f50afd5e570a5b,https://github.com/apache/dubbo/commit/60a95082441ec39991bb3f2f59f50afd5e570a5b,TRUE,Pull Up Method,public compareTo(o Router) : int from class org.apache.dubbo.rpc.cluster.router.tag.TagRouter to public compareTo(o Router) : int from class org.apache.dubbo.rpc.cluster.router.AbstractRouter,,,
analyst 3,https://github.com/apache/dubbo/pull/2909,60a95082441ec39991bb3f2f59f50afd5e570a5b,https://github.com/apache/dubbo/commit/60a95082441ec39991bb3f2f59f50afd5e570a5b,TRUE,Pull Up Attribute,private priority : int from class org.apache.dubbo.rpc.cluster.router.tag.TagRouter to protected priority : int from class org.apache.dubbo.rpc.cluster.router.AbstractRouter,,,
analyst 3,https://github.com/apache/dubbo/pull/2909,60a95082441ec39991bb3f2f59f50afd5e570a5b,https://github.com/apache/dubbo/commit/60a95082441ec39991bb3f2f59f50afd5e570a5b,TRUE,Pull Up Attribute,private url : URL from class org.apache.dubbo.rpc.cluster.router.tag.TagRouter to protected url : URL from class org.apache.dubbo.rpc.cluster.router.AbstractRouter,,,
analyst 3,https://github.com/apache/dubbo/pull/2909,60a95082441ec39991bb3f2f59f50afd5e570a5b,https://github.com/apache/dubbo/commit/60a95082441ec39991bb3f2f59f50afd5e570a5b,TRUE,Pull Up Method,public getUrl() : URL from class org.apache.dubbo.rpc.cluster.router.script.ScriptRouter to public getUrl() : URL from class org.apache.dubbo.rpc.cluster.router.AbstractRouter,,,
analyst 3,https://github.com/apache/dubbo/pull/2909,60a95082441ec39991bb3f2f59f50afd5e570a5b,https://github.com/apache/dubbo/commit/60a95082441ec39991bb3f2f59f50afd5e570a5b,TRUE,Pull Up Attribute,private priority : int from class org.apache.dubbo.rpc.cluster.router.script.ScriptRouter to protected priority : int from class org.apache.dubbo.rpc.cluster.router.AbstractRouter,,,
analyst 3,https://github.com/apache/dubbo/pull/2909,60a95082441ec39991bb3f2f59f50afd5e570a5b,https://github.com/apache/dubbo/commit/60a95082441ec39991bb3f2f59f50afd5e570a5b,TRUE,Pull Up Attribute,private url : URL from class org.apache.dubbo.rpc.cluster.router.script.ScriptRouter to protected url : URL from class org.apache.dubbo.rpc.cluster.router.AbstractRouter,,,
analyst 3,https://github.com/apache/dubbo/pull/2909,60a95082441ec39991bb3f2f59f50afd5e570a5b,https://github.com/apache/dubbo/commit/60a95082441ec39991bb3f2f59f50afd5e570a5b,TRUE,Pull Up Method,public getUrl() : URL from class org.apache.dubbo.rpc.cluster.router.condition.ConditionRouter to public getUrl() : URL from class org.apache.dubbo.rpc.cluster.router.AbstractRouter,,,
analyst 3,https://github.com/apache/dubbo/pull/2909,60a95082441ec39991bb3f2f59f50afd5e570a5b,https://github.com/apache/dubbo/commit/60a95082441ec39991bb3f2f59f50afd5e570a5b,TRUE,Pull Up Method,public compareTo(o Router) : int from class org.apache.dubbo.rpc.cluster.router.condition.ConditionRouter to public compareTo(o Router) : int from class org.apache.dubbo.rpc.cluster.router.AbstractRouter,,,
analyst 3,https://github.com/apache/dubbo/pull/2909,60a95082441ec39991bb3f2f59f50afd5e570a5b,https://github.com/apache/dubbo/commit/60a95082441ec39991bb3f2f59f50afd5e570a5b,TRUE,Pull Up Attribute,private priority : int from class org.apache.dubbo.rpc.cluster.router.condition.ConditionRouter to protected priority : int from class org.apache.dubbo.rpc.cluster.router.AbstractRouter,,,
analyst 3,https://github.com/apache/dubbo/pull/2909,60a95082441ec39991bb3f2f59f50afd5e570a5b,https://github.com/apache/dubbo/commit/60a95082441ec39991bb3f2f59f50afd5e570a5b,TRUE,Pull Up Attribute,private url : URL from class org.apache.dubbo.rpc.cluster.router.condition.ConditionRouter to protected url : URL from class org.apache.dubbo.rpc.cluster.router.AbstractRouter,,,
analyst 3,https://github.com/apache/dubbo/pull/2909,cba3a7639bf12fe9125350a48cbf930a1b92f5b8,https://github.com/apache/dubbo/commit/cba3a7639bf12fe9125350a48cbf930a1b92f5b8,FALSE,,,,,
analyst 3,https://github.com/apache/dubbo/pull/2909,561579b944597f5a834b1efca0564ff2a9367f3f,https://github.com/apache/dubbo/commit/561579b944597f5a834b1efca0564ff2a9367f3f,FALSE,,,,,
analyst 3,https://github.com/apache/dubbo/pull/2909,6aedf055342a468169f21bac1180b37bbcad8d66,https://github.com/apache/dubbo/commit/6aedf055342a468169f21bac1180b37bbcad8d66,FALSE,Change Return Type,Integer to int in method public getPriority() : int in class org.apache.dubbo.rpc.cluster.router.tag.TagRouter,VERDADEIRO,VERDADEIRO,The reviewer directly suggested the refactoring
analyst 3,https://github.com/apache/dubbo/pull/2909,6aedf055342a468169f21bac1180b37bbcad8d66,https://github.com/apache/dubbo/commit/6aedf055342a468169f21bac1180b37bbcad8d66,FALSE,Change Return Type,Integer to int in method public getPriority() : int in class org.apache.dubbo.rpc.cluster.router.script.ScriptRouter,VERDADEIRO,VERDADEIRO,The reviewer directly suggested the refactoring
analyst 3,https://github.com/apache/dubbo/pull/2909,6aedf055342a468169f21bac1180b37bbcad8d66,https://github.com/apache/dubbo/commit/6aedf055342a468169f21bac1180b37bbcad8d66,FALSE,Change Return Type,Integer to int in method public getPriority() : int in class org.apache.dubbo.rpc.cluster.Router,VERDADEIRO,VERDADEIRO,The reviewer directly suggested the refactoring
analyst 3,https://github.com/apache/dubbo/pull/2909,6aedf055342a468169f21bac1180b37bbcad8d66,https://github.com/apache/dubbo/commit/6aedf055342a468169f21bac1180b37bbcad8d66,FALSE,Change Return Type,Integer to int in method public getPriority() : int in class org.apache.dubbo.rpc.cluster.router.condition.ConditionRouter,VERDADEIRO,VERDADEIRO,The reviewer directly suggested the refactoring
analyst 3,https://github.com/apache/dubbo/pull/2909,10a106dc2c679647d5a2af8d4b9d96d83244a5c9,https://github.com/apache/dubbo/commit/10a106dc2c679647d5a2af8d4b9d96d83244a5c9,FALSE,Change Return Type,Integer to int in method public getPriority() : int in class org.apache.dubbo.rpc.cluster.router.MockInvokersSelector,VERDADEIRO,VERDADEIRO,The reviewer directly suggested the refactoring
analyst 1,https://github.com/apache/dubbo-admin/pull/117,33b1c75ce7be8b94df2a71a21cc250b5c149fe87,https://github.com/apache/dubbo-admin/commit/33b1c75ce7be8b94df2a71a21cc250b5c149fe87,TRUE,,,,,
analyst 1,https://github.com/apache/dubbo-admin/pull/117,7aee778f3ac92a3bbdc66585b38a0557e9fe8c34,https://github.com/apache/dubbo-admin/commit/7aee778f3ac92a3bbdc66585b38a0557e9fe8c34,TRUE,Rename Method,public delete(accesses List<Access>) : void renamed to public deleteAccesses(accesses List<Access>) : void in class org.apache.dubbo.admin.controller.AccessesController,,,
analyst 1,https://github.com/apache/dubbo-admin/pull/117,b567e5027fe20a040e23ab53fb5149e205bd4326,https://github.com/apache/dubbo-admin/commit/b567e5027fe20a040e23ab53fb5149e205bd4326,FALSE,Change Return Type,"void to boolean in method public createRule(serviceName String, app String, rule String) : boolean in class org.apache.dubbo.admin.controller.RoutesController",TRUE,TRUE,A review comment in commit's parent indirectly suggested such refactoring (updating due to a 'routing rule'). That refactoring comprises a behavior change.
analyst 1,https://github.com/apache/dubbo-admin/pull/117,b567e5027fe20a040e23ab53fb5149e205bd4326,https://github.com/apache/dubbo-admin/commit/b567e5027fe20a040e23ab53fb5149e205bd4326,FALSE,Extract Variable,loadBalances : List<LoadBalance> in method public overrideToLoadBalance(override Override) : LoadBalance from class org.apache.dubbo.admin.registry.common.util.OverrideUtils,TRUE,FALSE,No notes.
analyst 1,https://github.com/apache/dubbo-admin/pull/117,29aad8b40fb77d2fdf52c3d93f8a137462eac6bd,https://github.com/apache/dubbo-admin/commit/29aad8b40fb77d2fdf52c3d93f8a137462eac6bd,FALSE,,,,,
analyst 1,https://github.com/apache/dubbo-admin/pull/117,fa9f135a9b344f26bd5a180fffd5f0bb77a0ace7,https://github.com/apache/dubbo-admin/commit/fa9f135a9b344f26bd5a180fffd5f0bb77a0ace7,FALSE,Rename Method,"public searchAccesses(params Map<String,String>) : List<AccessDTO> renamed to public searchAccess(params Map<String,String>) : List<AccessDTO> in class org.apache.dubbo.admin.controller.AccessesController",TRUE,FALSE,No notes.
analyst 1,https://github.com/apache/dubbo-admin/pull/117,fa9f135a9b344f26bd5a180fffd5f0bb77a0ace7,https://github.com/apache/dubbo-admin/commit/fa9f135a9b344f26bd5a180fffd5f0bb77a0ace7,FALSE,Rename Method,"public deleteAccesses(params Map<String,Long>) : void renamed to public deleteAccess(params Map<String,Long>) : void in class org.apache.dubbo.admin.controller.AccessesController",TRUE,FALSE,No notes.
analyst 1,https://github.com/apache/dubbo-admin/pull/117,fa9f135a9b344f26bd5a180fffd5f0bb77a0ace7,https://github.com/apache/dubbo-admin/commit/fa9f135a9b344f26bd5a180fffd5f0bb77a0ace7,FALSE,Rename Method,public createAccesses(accessDTO AccessDTO) : void renamed to public createAccess(accessDTO AccessDTO) : void in class org.apache.dubbo.admin.controller.AccessesController,TRUE,FALSE,No notes.
analyst 1,https://github.com/apache/beam/pull/5178,ce68e12fbf2d1ee1e78aab5c1123733347741323,https://github.com/apache/beam/commit/ce68e12fbf2d1ee1e78aab5c1123733347741323,TRUE,,,,,
analyst 1,https://github.com/apache/beam/pull/5178,c6d0efb0312aeddc936d9283eb8a89b274c8d40c,https://github.com/apache/beam/commit/c6d0efb0312aeddc936d9283eb8a89b274c8d40c,FALSE,Change Attribute Type,loadJobProjectId : String to loadJobProjectId : ValueProvider<String> in class org.apache.beam.sdk.io.gcp.bigquery.BatchLoads,TRUE,TRUE,"A single review comment in commit's parent requiring a ValueProvider version, so leading such refactoring and five following ones."
analyst 1,https://github.com/apache/beam/pull/5178,c6d0efb0312aeddc936d9283eb8a89b274c8d40c,https://github.com/apache/beam/commit/c6d0efb0312aeddc936d9283eb8a89b274c8d40c,FALSE,Change Parameter Type,"loadJobProjectId : String to loadJobProjectId : ValueProvider<String> in method package BatchLoads(writeDisposition WriteDisposition, createDisposition CreateDisposition, singletonTable boolean, dynamicDestinations DynamicDestinations<?,DestinationT>, destinationCoder Coder<DestinationT>, customGcsTempLocation ValueProvider<String>, loadJobProjectId ValueProvider<String>) in class org.apache.beam.sdk.io.gcp.bigquery.BatchLoads",TRUE,TRUE,No notes.
analyst 1,https://github.com/apache/beam/pull/5178,c6d0efb0312aeddc936d9283eb8a89b274c8d40c,https://github.com/apache/beam/commit/c6d0efb0312aeddc936d9283eb8a89b274c8d40c,FALSE,Change Return Type,String to ValueProvider<String> in method package abstract getLoadJobProjectId() : ValueProvider<String> in class org.apache.beam.sdk.io.gcp.bigquery.BigQueryIO.Write,TRUE,TRUE,No notes.
analyst 1,https://github.com/apache/beam/pull/5178,c6d0efb0312aeddc936d9283eb8a89b274c8d40c,https://github.com/apache/beam/commit/c6d0efb0312aeddc936d9283eb8a89b274c8d40c,FALSE,Extract Method,public withLoadJobProjectId(loadJobProjectId ValueProvider<String>) : Write<T> extracted from public withLoadJobProjectId(loadJobProjectId String) : Write<T> in class org.apache.beam.sdk.io.gcp.bigquery.BigQueryIO.Write,TRUE,TRUE,No notes.
analyst 1,https://github.com/apache/beam/pull/5178,c6d0efb0312aeddc936d9283eb8a89b274c8d40c,https://github.com/apache/beam/commit/c6d0efb0312aeddc936d9283eb8a89b274c8d40c,FALSE,Change Attribute Type,loadJobProjectId : String to loadJobProjectId : ValueProvider<String> in class org.apache.beam.sdk.io.gcp.bigquery.WriteTables,TRUE,TRUE,No notes.
analyst 1,https://github.com/apache/beam/pull/5178,c6d0efb0312aeddc936d9283eb8a89b274c8d40c,https://github.com/apache/beam/commit/c6d0efb0312aeddc936d9283eb8a89b274c8d40c,FALSE,Change Parameter Type,"loadJobProjectId : String to loadJobProjectId : ValueProvider<String> in method public WriteTables(singlePartition boolean, bqServices BigQueryServices, loadJobIdPrefixView PCollectionView<String>, writeDisposition WriteDisposition, createDisposition CreateDisposition, sideInputs List<PCollectionView<?>>, dynamicDestinations DynamicDestinations<?,DestinationT>, loadJobProjectId ValueProvider<String>) in class org.apache.beam.sdk.io.gcp.bigquery.WriteTables",TRUE,TRUE,No notes.
analyst 1,https://github.com/apache/beam/pull/5178,6f76434cc6e175e13f8a11bda29c3aa4b579b36b,https://github.com/apache/beam/commit/6f76434cc6e175e13f8a11bda29c3aa4b579b36b,FALSE,,,,,
analyst 3,https://github.com/apache/dubbo/pull/3578,a0a84222d71f6e16efb70805e9d355280e1aea8c,https://github.com/apache/dubbo/commit/a0a84222d71f6e16efb70805e9d355280e1aea8c,TRUE,,,,,
analyst 3,https://github.com/apache/dubbo/pull/3578,98b2f4bba38b24592c4f9c680da8e9fedbd49495,https://github.com/apache/dubbo/commit/98b2f4bba38b24592c4f9c680da8e9fedbd49495,TRUE,Rename Parameter,"needHeartbeat : boolean to startTimer : boolean in method public HeaderExchangeClient(client Client, startTimer boolean) in class org.apache.dubbo.remoting.exchange.support.header.HeaderExchangeClient",,,
analyst 3,https://github.com/apache/dubbo/pull/3578,98b2f4bba38b24592c4f9c680da8e9fedbd49495,https://github.com/apache/dubbo/commit/98b2f4bba38b24592c4f9c680da8e9fedbd49495,TRUE,Change Variable Type,"dubbo : String to url : URL in method public HeaderExchangeClient(client Client, startTimer boolean) in class org.apache.dubbo.remoting.exchange.support.header.HeaderExchangeClient",,,
analyst 3,https://github.com/apache/dubbo/pull/3578,98b2f4bba38b24592c4f9c680da8e9fedbd49495,https://github.com/apache/dubbo/commit/98b2f4bba38b24592c4f9c680da8e9fedbd49495,TRUE,Rename Variable,"dubbo : String to url : URL in method public HeaderExchangeClient(client Client, startTimer boolean) in class org.apache.dubbo.remoting.exchange.support.header.HeaderExchangeClient",,,
analyst 3,https://github.com/apache/dubbo/pull/3578,98b2f4bba38b24592c4f9c680da8e9fedbd49495,https://github.com/apache/dubbo/commit/98b2f4bba38b24592c4f9c680da8e9fedbd49495,TRUE,Change Return Type,Set<InnerObject2> to List<InnerObject2> in method public getInnerObject2() : List<InnerObject2> in class org.apache.dubbo.service.ComplexObject,,,
analyst 3,https://github.com/apache/dubbo/pull/3578,98b2f4bba38b24592c4f9c680da8e9fedbd49495,https://github.com/apache/dubbo/commit/98b2f4bba38b24592c4f9c680da8e9fedbd49495,TRUE,Change Attribute Type,innerObject2 : Set<InnerObject2> to innerObject2 : List<InnerObject2> in class org.apache.dubbo.service.ComplexObject,,,
analyst 3,https://github.com/apache/dubbo/pull/3578,98b2f4bba38b24592c4f9c680da8e9fedbd49495,https://github.com/apache/dubbo/commit/98b2f4bba38b24592c4f9c680da8e9fedbd49495,TRUE,Change Parameter Type,innerObject2 : Set<InnerObject2> to innerObject2 : List<InnerObject2> in method public setInnerObject2(innerObject2 List<InnerObject2>) : void in class org.apache.dubbo.service.ComplexObject,,,
analyst 3,https://github.com/apache/dubbo/pull/3578,98b2f4bba38b24592c4f9c680da8e9fedbd49495,https://github.com/apache/dubbo/commit/98b2f4bba38b24592c4f9c680da8e9fedbd49495,TRUE,Rename Parameter,innerA : String to innerA2 : String in method public setInnerA2(innerA2 String) : void in class org.apache.dubbo.service.ComplexObject.InnerObject2,,,
analyst 3,https://github.com/apache/dubbo/pull/3578,98b2f4bba38b24592c4f9c680da8e9fedbd49495,https://github.com/apache/dubbo/commit/98b2f4bba38b24592c4f9c680da8e9fedbd49495,TRUE,Rename Parameter,innerB : int to innerB2 : int in method public setInnerB2(innerB2 int) : void in class org.apache.dubbo.service.ComplexObject.InnerObject2,,,
analyst 3,https://github.com/apache/dubbo/pull/3578,98b2f4bba38b24592c4f9c680da8e9fedbd49495,https://github.com/apache/dubbo/commit/98b2f4bba38b24592c4f9c680da8e9fedbd49495,TRUE,Extract Method,private getInvokerClientList(invoker Invoker<?>) : List<ExchangeClient> extracted from private getInvokerClient(invoker Invoker<?>) : ExchangeClient in class org.apache.dubbo.rpc.protocol.dubbo.ReferenceCountExchangeClientTest,,,
analyst 3,https://github.com/apache/dubbo/pull/3578,98b2f4bba38b24592c4f9c680da8e9fedbd49495,https://github.com/apache/dubbo/commit/98b2f4bba38b24592c4f9c680da8e9fedbd49495,TRUE,Change Return Type,LazyConnectExchangeClient to void in method private replaceWithLazyClient() : void in class org.apache.dubbo.rpc.protocol.dubbo.ReferenceCountExchangeClient,,,
analyst 3,https://github.com/apache/dubbo/pull/3578,98b2f4bba38b24592c4f9c680da8e9fedbd49495,https://github.com/apache/dubbo/commit/98b2f4bba38b24592c4f9c680da8e9fedbd49495,TRUE,Extract Method,"private buildAccessLogData(invoker Invoker<?>, inv Invocation) : AccessLogData extracted from public invoke(invoker Invoker<?>, inv Invocation) : Result in class org.apache.dubbo.rpc.filter.AccessLogFilter",,,
analyst 3,https://github.com/apache/dubbo/pull/3578,98b2f4bba38b24592c4f9c680da8e9fedbd49495,https://github.com/apache/dubbo/commit/98b2f4bba38b24592c4f9c680da8e9fedbd49495,TRUE,Change Variable Type,"msg : String to logData : AccessLogData in method public invoke(invoker Invoker<?>, inv Invocation) : Result in class org.apache.dubbo.rpc.filter.AccessLogFilter",,,
analyst 3,https://github.com/apache/dubbo/pull/3578,98b2f4bba38b24592c4f9c680da8e9fedbd49495,https://github.com/apache/dubbo/commit/98b2f4bba38b24592c4f9c680da8e9fedbd49495,TRUE,Rename Variable,"accesslog : String to accessLogKey : String in method public invoke(invoker Invoker<?>, inv Invocation) : Result in class org.apache.dubbo.rpc.filter.AccessLogFilter",,,
analyst 3,https://github.com/apache/dubbo/pull/3578,98b2f4bba38b24592c4f9c680da8e9fedbd49495,https://github.com/apache/dubbo/commit/98b2f4bba38b24592c4f9c680da8e9fedbd49495,TRUE,Rename Variable,"msg : String to logData : AccessLogData in method public invoke(invoker Invoker<?>, inv Invocation) : Result in class org.apache.dubbo.rpc.filter.AccessLogFilter",,,
analyst 3,https://github.com/apache/dubbo/pull/3578,98b2f4bba38b24592c4f9c680da8e9fedbd49495,https://github.com/apache/dubbo/commit/98b2f4bba38b24592c4f9c680da8e9fedbd49495,TRUE,Rename Parameter,"reconnectPeriod : int to heartbeat : int in method public startClient(port int, heartbeat int) : Client in class org.apache.dubbo.remoting.transport.netty4.ClientReconnectTest",,,
analyst 3,https://github.com/apache/dubbo/pull/3578,98b2f4bba38b24592c4f9c680da8e9fedbd49495,https://github.com/apache/dubbo/commit/98b2f4bba38b24592c4f9c680da8e9fedbd49495,TRUE,Extract Method,"private getFromFile(file String) : String extracted from public getVersion(cls Class<?>, defaultVersion String) : String in class org.apache.dubbo.common.Version",,,
analyst 3,https://github.com/apache/dubbo/pull/3578,98b2f4bba38b24592c4f9c680da8e9fedbd49495,https://github.com/apache/dubbo/commit/98b2f4bba38b24592c4f9c680da8e9fedbd49495,TRUE,Extract Method,"private getResources(path String) : Set<String> extracted from public checkDuplicate(path String, failOnError boolean) : void in class org.apache.dubbo.common.Version",,,
analyst 3,https://github.com/apache/dubbo/pull/3578,98b2f4bba38b24592c4f9c680da8e9fedbd49495,https://github.com/apache/dubbo/commit/98b2f4bba38b24592c4f9c680da8e9fedbd49495,TRUE,Extract Variable,uniqueServiceName : String in method protected doExport() : void from class org.apache.dubbo.config.ServiceConfig,,,
analyst 3,https://github.com/apache/dubbo/pull/3578,98b2f4bba38b24592c4f9c680da8e9fedbd49495,https://github.com/apache/dubbo/commit/98b2f4bba38b24592c4f9c680da8e9fedbd49495,TRUE,Rename Parameter,innerA : String to innerA2 : String in method public setInnerA2(innerA2 String) : void in class org.apache.dubbo.metadata.definition.service.ComplexObject.InnerObject2,,,
analyst 3,https://github.com/apache/dubbo/pull/3578,98b2f4bba38b24592c4f9c680da8e9fedbd49495,https://github.com/apache/dubbo/commit/98b2f4bba38b24592c4f9c680da8e9fedbd49495,TRUE,Rename Parameter,innerB : int to innerB2 : int in method public setInnerB2(innerB2 int) : void in class org.apache.dubbo.metadata.definition.service.ComplexObject.InnerObject2,,,
analyst 3,https://github.com/apache/dubbo/pull/3578,98b2f4bba38b24592c4f9c680da8e9fedbd49495,https://github.com/apache/dubbo/commit/98b2f4bba38b24592c4f9c680da8e9fedbd49495,TRUE,Extract Method,private getOrCreateHolder(name String) : Holder<Object> extracted from public getLoadedExtension(name String) : T in class org.apache.dubbo.common.extension.ExtensionLoader,,,
analyst 3,https://github.com/apache/dubbo/pull/3578,98b2f4bba38b24592c4f9c680da8e9fedbd49495,https://github.com/apache/dubbo/commit/98b2f4bba38b24592c4f9c680da8e9fedbd49495,TRUE,Extract Method,private getOrCreateHolder(name String) : Holder<Object> extracted from public getExtension(name String) : T in class org.apache.dubbo.common.extension.ExtensionLoader,,,
analyst 3,https://github.com/apache/dubbo/pull/3578,98b2f4bba38b24592c4f9c680da8e9fedbd49495,https://github.com/apache/dubbo/commit/98b2f4bba38b24592c4f9c680da8e9fedbd49495,TRUE,Extract Method,private getSetterProperty(method Method) : String extracted from private injectExtension(instance T) : T in class org.apache.dubbo.common.extension.ExtensionLoader,,,
analyst 3,https://github.com/apache/dubbo/pull/3578,98b2f4bba38b24592c4f9c680da8e9fedbd49495,https://github.com/apache/dubbo/commit/98b2f4bba38b24592c4f9c680da8e9fedbd49495,TRUE,Extract Method,private isSetter(method Method) : boolean extracted from private injectExtension(instance T) : T in class org.apache.dubbo.common.extension.ExtensionLoader,,,
analyst 3,https://github.com/apache/dubbo/pull/3578,98b2f4bba38b24592c4f9c680da8e9fedbd49495,https://github.com/apache/dubbo/commit/98b2f4bba38b24592c4f9c680da8e9fedbd49495,TRUE,Extract Method,"private cacheDefaultExtensionName() : void extracted from private loadExtensionClasses() : Map<String,Class<?>> in class org.apache.dubbo.common.extension.ExtensionLoader",,,
analyst 3,https://github.com/apache/dubbo/pull/3578,98b2f4bba38b24592c4f9c680da8e9fedbd49495,https://github.com/apache/dubbo/commit/98b2f4bba38b24592c4f9c680da8e9fedbd49495,TRUE,Extract Method,"private cacheName(clazz Class<?>, name String) : void extracted from private loadClass(extensionClasses Map<String,Class<?>>, resourceURL URL, clazz Class<?>, name String) : void in class org.apache.dubbo.common.extension.ExtensionLoader",,,
analyst 3,https://github.com/apache/dubbo/pull/3578,98b2f4bba38b24592c4f9c680da8e9fedbd49495,https://github.com/apache/dubbo/commit/98b2f4bba38b24592c4f9c680da8e9fedbd49495,TRUE,Extract Method,"private saveInExtensionClass(extensionClasses Map<String,Class<?>>, clazz Class<?>, name String) : void extracted from private loadClass(extensionClasses Map<String,Class<?>>, resourceURL URL, clazz Class<?>, name String) : void in class org.apache.dubbo.common.extension.ExtensionLoader",,,
analyst 3,https://github.com/apache/dubbo/pull/3578,98b2f4bba38b24592c4f9c680da8e9fedbd49495,https://github.com/apache/dubbo/commit/98b2f4bba38b24592c4f9c680da8e9fedbd49495,TRUE,Parameterize Variable,"n : String to name : String in method private saveInExtensionClass(extensionClasses Map<String,Class<?>>, clazz Class<?>, name String) : void in class org.apache.dubbo.common.extension.ExtensionLoader",,,
analyst 3,https://github.com/apache/dubbo/pull/3578,98b2f4bba38b24592c4f9c680da8e9fedbd49495,https://github.com/apache/dubbo/commit/98b2f4bba38b24592c4f9c680da8e9fedbd49495,TRUE,Extract Method,"private cacheActivateClass(clazz Class<?>, name String) : void extracted from private loadClass(extensionClasses Map<String,Class<?>>, resourceURL URL, clazz Class<?>, name String) : void in class org.apache.dubbo.common.extension.ExtensionLoader",,,
analyst 3,https://github.com/apache/dubbo/pull/3578,98b2f4bba38b24592c4f9c680da8e9fedbd49495,https://github.com/apache/dubbo/commit/98b2f4bba38b24592c4f9c680da8e9fedbd49495,TRUE,Extract Method,"private cacheAdaptiveClass(clazz Class<?>) : void extracted from private loadClass(extensionClasses Map<String,Class<?>>, resourceURL URL, clazz Class<?>, name String) : void in class org.apache.dubbo.common.extension.ExtensionLoader",,,
analyst 3,https://github.com/apache/dubbo/pull/3578,98b2f4bba38b24592c4f9c680da8e9fedbd49495,https://github.com/apache/dubbo/commit/98b2f4bba38b24592c4f9c680da8e9fedbd49495,TRUE,Extract Method,"private cacheWrapperClass(clazz Class<?>) : void extracted from private loadClass(extensionClasses Map<String,Class<?>>, resourceURL URL, clazz Class<?>, name String) : void in class org.apache.dubbo.common.extension.ExtensionLoader",,,
analyst 3,https://github.com/apache/dubbo/pull/3578,98b2f4bba38b24592c4f9c680da8e9fedbd49495,https://github.com/apache/dubbo/commit/98b2f4bba38b24592c4f9c680da8e9fedbd49495,TRUE,Inline Variable,"wrappers : Set<Class<?>> in method private loadClass(extensionClasses Map<String,Class<?>>, resourceURL URL, clazz Class<?>, name String) : void from class org.apache.dubbo.common.extension.ExtensionLoader",,,
analyst 3,https://github.com/apache/dubbo/pull/3578,98b2f4bba38b24592c4f9c680da8e9fedbd49495,https://github.com/apache/dubbo/commit/98b2f4bba38b24592c4f9c680da8e9fedbd49495,TRUE,Change Variable Type,"a1 : Activate to a1 : ActivateInfo in method public compare(o1 Object, o2 Object) : int in class org.apache.dubbo.common.extension.support.ActivateComparator",,,
